Name,Class,ManaCost,Attack,Health,Text
Amor eterno,6,3,-1,-1,Tu primer hechizo de cada turno cuesta (2) cristales menos. Dura hasta que no juegues un hechizo en tu turno.
Amplificador de sonido,12,2,2,3,<b>Grito de batalla:</b> Establece en 11 tu límite de cristales de maná y de cartas en la mano.
Amplificadora Arcana,4,3,2,5,Tu poder de héroe inflige 2 p. de daño extra.
Amuleto Pirodraco,4,10,-1,-1,<b>Comerciable</b> <b>Descubre</b> dos dragones. Los invoca.
Amuleto de eternidad,6,3,-1,-1,<b>Comerciable</b> Resucita a (esbirro amistoso, esbirros amistosos) con <b>Último aliento</b>. <i>(Mejora si <b>Comercias</b> con ella).</i>
Amuleto tocado por la luna,2,3,-1,-1,Otorga +4 p. de ataque a tu héroe este turno. <b>Corrupción:</b> Y obtiene 6 p. de armadura.
Anaconda gigante,2,7,5,3,<b>Provocar</b> <b>Último aliento:</b> Invoca a un esbirro de tu mano con 5 p. de ataque o más.
Anacronos,5,7,8,8,<b>Grito de batalla:</b> Envía al resto de esbirros 2 turnos al futuro.
Analista del Vacío,9,2,2,2,<b>Último aliento:</b> Otorga +1/+1 a todos los demonios de tu mano.
Anca Vil Sangresencia,9,3,3,4,<b>Grito de batalla:</b> <b>Draga</b>. Si es un múrloc, cambia su coste a salud en vez de maná.
Ancestro Crepuscular,12,3,3,4,Al final de tu turno, otorga a tu C'Thun +1/+1 <i>(dondequiera que esté).</i>
Ancestro Nadox,2,5,5,4,<b>Grito de batalla:</b> Destruye a un no-muerto amistoso. Tus esbirros obtienen su ataque.
Ancestro del Crecimiento,2,7,5,5,<b>Elige una:</b> Invoca tres antárboles 2/2 o transforma tus antárboles en ancestros 5/5 con <b>Provocar</b>.
Anciano de la guerra,2,7,5,5,<b>Elige una:</b> +5 p. de ataque, o bien +5 p. de salud y <b>Provocar</b>.
Anciano de la guerra,2,7,5,5,<b>Elige una:</b> +5 p. de ataque, o bien +5 p. de salud y <b>Provocar</b>.
Anciano de las flores,12,6,3,8,<b>Provocar</b>
Anciano del Conocimiento,2,7,7,7,<b>Elige una:</b> Roba 2 cartas, o bien restaura 7 p. de salud.
Anciano del Conocimiento,2,7,5,5,<b>Elige una:</b> Roba 2 cartas, o bien restaura 5 p. de salud.
Anciano del Conocimiento,2,7,7,7,<b>Elige una:</b> Roba 2 cartas, o bien restaura 7 p. de salud.
Anciano prohibido,2,1,1,1,<b>Grito de batalla:</b> Gasta todo tu maná. Obtiene +1/+1 por cada cristal de maná gastado.
Anclarrr,10,3,2,-1,Después de que tu héroe ataque, roba un pirata de tu mazo.
Andarrecifes,12,3,3,2,<b>Grito de batalla y Último aliento:</b> Invoca a una enjambrista piraña 1/1.
Anduin Siegasombras,6,8,-1,30,<b>Grito de batalla:</b> Destruye a todos los esbirros con 5 p. de ataque o más.
Anetheron,9,6,8,6,Cuesta (1) cristal si tu mano está llena.
Anguila Chispatétrica,8,2,2,3,<b>Grito de batalla:</b> Si tu mazo solo contiene cartas de coste par, inflige 2 p. de daño.
Angustia de buey,1,7,7,7,<b>Provocar</b> <b>Grito de batalla:</b> Si has <b>Excavado</b> dos veces, tu siguiente carta este turno cuesta (7) cristales menos.
Anillo de coraje,5,2,-1,-1,<b>Comerciable</b> Otorga +1/+1 a un esbirro. Se repite por cada esbirro enemigo.
Animador Gurubashi,7,7,5,7,<b>Grito de batalla:</b> <b>Descubre</b> una copia 1/1 de un esbirro con <b>Grito de batalla</b>. Cuesta (1) cristal.
Animadora disfrazada,12,2,1,2,<b>Grito de batalla:</b> Otorga +2/+2 a un esbirro aleatorio que esté en tu mano.
Animales guardianes,3,7,-1,-1,Invoca a dos bestias de tu mazo que cuestan (5) cristales o menos y les otorga <b>Embestir</b>.
Animar muerto,6,1,-1,-1,Resucita a un esbirro amistoso que cueste (3) cristales o menos.
Aniquilante brutal,14,9,9,9,<b>Provocar</b> <b>Embestir</b> Después de que este esbirro sobreviva al daño, inflige esa cantidad al héroe enemigo.
Aniquilatrón,3,6,3,4,<b>Último aliento:</b> Invoca a un robot de tu mano y activa su <b>Último aliento</b>.
Anka la Enterrada,7,5,5,5,<b>Grito de batalla:</b> Convierte a todos los esbirros con <b>Último aliento</b> de tu mano en 1/1 de coste (1).
Anomalus,4,8,8,6,<b>Último aliento:</b> Inflige 8 p. de daño a todos los esbirros.
Anomalía Arcana,12,1,2,1,Después de que lances un hechizo, este esbirro obtiene +1 p. de salud.
Anomalía cósmica,4,4,4,3,<b>+2 p. de daño con hechizos</b>
Anotador diligente,8,2,2,3,<b>Magia súbita:</b> Devuelve el hechizo a tu mano.
Ansia de sangre,8,5,-1,-1,Otorga a tus esbirros +3 p. de ataque este turno.
Ansia de sangre,8,5,-1,-1,Otorga a tus esbirros +3 p. de ataque este turno.
Antaen encarcelado,14,5,10,6,En <b>Letargo</b> durante 2 turnos. Cuando despierta, inflige 10 p. de daño que se dividen aleatoriamente entre todos los enemigos.
Antiguo campeón,12,5,1,1,<b>Grito de batalla:</b> Invoca a un Figura 5/5.
Antorcha olvidada,4,3,-1,-1,Inflige 3 p. de daño. Mete en tu mazo una antorcha crepitante que inflige 6 p. de daño.
Antárbol de sangre,2,5,2,2,Cuesta salud en vez de maná.
Anub'Rekhan,2,8,7,7,<b>Grito de batalla:</b> Obtienes 5 p. de armadura. Tus siguientes 3 esbirros este turno cuestan armadura en vez de maná.
Anub'arak,7,8,8,4,<b>Último aliento:</b> Invoca un nerubiano 4/4 con «<b>Último aliento:</b> Invoca a Anub'arak».
Anub'arak,7,8,8,4,<b>Último aliento:</b> Invoca un nerubiano 4/4 con «<b>Último aliento:</b> Invoca a Anub'arak».
Anubisath imponente,12,4,7,7,<b>Provocar</b> No puede atacar.
Aojadora vudú,8,5,2,7,<b>Provocar</b> <b>Congela</b> a cualquier personaje dañado por este esbirro.
Aparecido de hielo,12,4,4,5,Obtiene +2/+2 cada vez que lanzas un hechizo de Escarcha.
Aparecido de las mareas,10,8,5,8,<b>Grito de batalla:</b> Inflige 5 p. de daño. Obtienes 8 p. de armadura.
Aparecido de llamas,12,2,2,3,Después de que invoques a un elemental, le otorga +1/+1.
Aparecido de obsidiana,3,6,4,6,<b>Provocar</b> <b>Último aliento:</b> Invoca dos esbirros con <b>Último aliento</b> aleatorios que cuestan (3) cristales o menos.
Aparecido de ultratumba,10,5,3,3,<b>Grito de batalla:</b> Obtiene +1/+1 por cada esbirro dañado.
Aparecido terráneo,8,4,2,6,<b>Provocar</b> <b>Grito de batalla:</b> Inflige 1 p. de daño a todos los esbirros enemigos.
Aplastador congelado,12,5,8,8,Después de que este esbirro ataque, se <b>congela</b>.
Aplastador desconectado,12,2,2,4,Solo puede atacar si lanzas un hechizo en este turno.
Aplauso atronador,10,2,-1,-1,Roba una carta. Se repite por cada esbirro de un tipo distinto que controles.
Apoteosis,6,3,-1,-1,Otorga a un esbirro +2/+3 y <b>Robo de vida</b>.
Aprender dracónico,4,1,-1,-1,<b>Misión secundaria:</b> Gasta 8 p. de maná en hechizos. <b>Recompensa:</b> Invoca a un dragón 6/6.
Aprendiz kóbold,12,3,2,1,<b>Grito de batalla:</b> Inflige 3 p. de daño que se reparten aleatoriamente entre todos los enemigos.
Aprendiz temerario,4,4,3,5,<b>Grito de batalla:</b> Lanza tu poder de héroe a todos los enemigos.
Aprendiza condenada,4,3,3,2,Los hechizos de tu oponente cuestan (1) cristal más.
Aprendiza de hechicera,4,4,3,2,Tus hechizos cuestan (1) cristal menos.
Aprendiza de hechicera,4,2,3,2,Tus hechizos cuestan (1) cristal menos.
Aprendiza de la bruja,8,1,0,1,<b>Provocar</b> <b>Grito de batalla:</b> Añade un hechizo de chamán aleatorio a tu mano.
Aprendiza de magister,4,2,3,2,Tus hechizos Arcanos cuestan (1) cristal menos.
Ara'lon,3,5,4,5,<b>Grito de batalla:</b> Invoca una semilla silvestre de cada en <b>Letargo</b>.
Arakkoa oscuro,2,6,5,7,<b>Provocar</b>. <b>Grito de batalla:</b> Otorga a tu C'Thun +4/+4 <i>(dondequiera que esté)</i>.
Arakkoa oscuro,2,6,5,7,<b>Provocar</b> <b>Grito de batalla:</b> Otorga a tu C'Thun +4/+4 <i>(dondequiera que esté)</i>.
Araña Telamuerte,9,5,4,6,<b>Grito de batalla:</b> Si tu héroe ha recibido daño este turno, obtiene <b>Robo de vida</b>.
Araña Trampilla,12,2,1,2,<b>Sigilo</b>, <b>Veneno</b> Después de que tu oponente juegue a un esbirro, lo ataca.
Araña de despensa,12,3,1,3,<b>Grito de batalla:</b> Invoca una araña 1/3.
Araña de esquisto,12,2,3,2,<b>Grito de batalla:</b> Si jugaste un elemental en el turno anterior, roba una carta.
Araña de la tumba,12,4,3,3,<b>Grito de batalla: Descubre</b> una bestia.
Arañazo,2,2,-1,-1,Otorga +2 p. de ataque a tu héroe este turno. Inflige a un esbirro un daño equivalente al ataque de tu héroe.
Arborista de la Feria,2,3,2,2,<b>Elige una:</b> Roba una carta, o bien invoca a un antárbol 2/2. <b>Corrupción:</b> Ejecuta ambos efectos.
Arcanista de Lunargenta,12,3,2,2,<b>+2 p. de daño con hechizos</b> <b>Grito de batalla:</b> Tus hechizos no pueden seleccionar héroes como objetivo este turno.
Arcanista etéreo,4,4,3,3,Si controlas un <b>secreto</b> al final de tu turno, obtiene +2/+2.
Arcanista etéreo,4,4,3,3,Si controlas un <b>secreto</b> al final de tu turno, obtiene +2/+2.
Arcanista flipada,12,5,3,4,<b>Grito de batalla:</b> Inflige 1 p. de daño a todos los demás esbirros. Si alguno muere, se repite.
Arcanista talentoso,12,2,1,3,<b>Grito de batalla:</b> Tu próximo hechizo en este turno tiene <b>+2 p. de daño con hechizos</b>.
Arcanosaurio,4,6,3,3,<b>Grito de batalla:</b> Si jugaste un elemental en el turno anterior, inflige 3 p. de daño a todos los demás esbirros.
Arcanóloga,4,2,2,3,<b>Grito de batalla:</b> Roba un <b>secreto</b>.
Arcanóloga,4,2,2,3,<b>Grito de batalla:</b> Roba un <b>secreto</b>.
Archibruja Willow,9,8,5,5,<b>Grito de batalla:</b> Invoca a un demonio aleatorio de tu mano y de tu mazo.
Archidruida Naralex,12,3,3,3,Entra en <b>Letargo</b> durante 2 turnos. Mientras está en <b>Letargo</b>, añade una carta de sueño a tu mano al final de tu turno.
Archidúrsido Gla'zarpial,8,7,6,6,<b>Grito de batalla:</b> Por cada hechizo de Escarcha que hayas lanzado en esta partida, invoca un elemental 3/4 que <b>congela</b>. <i>( )</i>
Archiespora Msshi'fn,2,3,3,4,<b>Provocar</b> <b>Último aliento:</b> Mete a Msshi'fn supremo en tu mazo.
Archiladrón Rafaam,12,9,7,8,<b>Grito de batalla: Descubre</b> un poderoso artefacto.
Archimago,12,6,4,7,<b>+1 p. de daño con hechizos</b>
Archimago,12,6,4,7,<b>+1 p. de daño con hechizos</b>
Archimago Antonidas,4,7,5,7,Cada vez que lanzas un hechizo, añade un hechizo «Bola de Fuego» a tu mano.
Archimago Antonidas,4,7,5,7,Cada vez que lanzas un hechizo, añade un hechizo «Bola de Fuego» a tu mano.
Archimago Arugal,4,2,2,2,Cada vez que robas un esbirro, pone una copia del mismo en tu mano.
Archimago Vargoth,12,4,2,6,Al final de tu turno, vuelve a lanzar un hechizo que hayas lanzado en este turno <i>(objetivos al azar)</i>.
Archimago feroz,12,10,6,6,Al final de tu turno, invoca un esbirro aleatorio de coste 6.
Archivillano Rafaam,9,7,7,8,<b>Provocar</b> <b>Grito de batalla:</b> Reemplaza tu mano y tu mazo por esbirros <b>legendarios</b>.
Archivillano Rafaam,9,7,7,8,<b>Provocar</b> <b>Grito de batalla:</b> Reemplaza tu mano y tu mazo por esbirros <b>legendarios</b>.
Archivista Elysiana,12,8,7,7,<b>Grito de batalla:</b> <b>Descubre</b> 5 cartas. Reemplaza tu mazo por 2 copias de cada una.
Archivista de agua,4,2,2,2,<b>Grito de batalla:</b> El siguiente elemental que juegues costará (2) cristales menos.
Arco de cuerda estelar,3,6,5,-1,Cuesta (1) cristal menos por cada <b>secreto</b> amistoso que se haya activado en esta partida.
Arco de cuerno de águila,3,3,3,-1,Obtiene +1 p. de durabilidad cada vez que se revela un <b>secreto</b> amistoso.
Arco de cuerno de águila,3,3,3,-1,Obtiene +1 p. de durabilidad cada vez que se revela un <b>secreto</b>.
Arco largo de Gladiador,3,7,5,-1,Tu héroe es <b>inmune</b> al atacar.
Arco largo de Gladiador,3,7,5,-1,Tu héroe es <b>inmune</b> al atacar.
Arco venenoso,3,4,1,-1,<b>Veneno</b>
Ardemechón Balardiente,5,3,3,3,<b>Provocar</b> <b>Escudo divino</b> <b>Robo de vida</b>
Ardemechón Balardiente,5,3,3,3,<b>Provocar</b> <b>Escudo divino</b> <b>Robo de vida</b>
Ardid de hechicere,4,1,-1,-1,<b>Cadena:</b> Lanza un hechizo de Fuego, Escarcha y Arcano. <b>Recompensa:</b> Roba un hechizo.
Ardilla animada,2,1,2,1,<b>Último aliento:</b> Mete 4 bellotas en tu mazo. Al robarlas, invoca a una ardilla 2/1.
Arena de bolsillo,14,2,-1,-1,Inflige 3 p. de daño. <b>Robo rápido:</b> La siguiente carta de tu oponente cuesta (1) cristal más.
Arenque de distracción,12,7,3,12,<b>Provocar</b> Tus esbirros que no sean Arenque de distracción tienen <b>Sigilo</b>.
Argus, la Estrella Esmeralda,14,7,5,9,<b>Titán</b> Los esbirros de la izquierda de este tienen <b>Embestir</b> y los de la derecha tienen <b>Robo de vida</b>.
Arma Muerdepiedras,8,2,-1,-1,Otorga +3 p. de ataque a un personaje amistoso este turno.
Arma Muerdepiedras,8,1,-1,-1,Otorga +3 p. de ataque a un personaje amistoso este turno.
Armadura animada,4,4,4,4,Tu héroe solo puede recibir 1 p. de daño a la vez.
Armagedillo,10,6,4,8,<b>Provocar</b> Al final de tu turno, otorga +2/+2 a todos los esbirros con <b>Provocar</b> de tu mano.
Armera de Arathi,10,4,3,3,<b>Grito de batalla:</b> Equipa un arma 2/2.
Armera de Arathi,10,4,3,3,<b>Grito de batalla:</b> Equipa un arma 2/2.
Armera de Lunargenta,12,4,4,4,<b>Embestir</b> <b>Sed de maná ( ):</b> Obtiene +2/+2.
Armero Bigotes Secos,10,2,2,2,<b>Grito de batalla:</b> Obtienes 2 p. de armadura por cada esbirro enemigo.
Armero piel de piedra,10,2,2,2,<b>Grito de batalla:</b> Si tu armadura ha cambiado este turno, roba 2 cartas.
Armígero,10,2,-1,-1,<b>Eco</b> Inflige 1 p. de daño a todos los esbirros.
Armónica solista,3,3,4,2,<b>Grito de batalla:</b> Si no controlas a más esbirros, <b>Descubre</b> y lanza un <b>secreto</b>.
Arpa cuerdavil,9,1,0,-1,Cada vez que tu héroe vaya a recibir daño en tu turno, le restaura 2 p. de salud en su lugar y pierde 1 p. de durabilidad.
Arpía Velonieve,12,3,3,4,<b>Grito de batalla:</b> Si hay un hechizo de Escarcha en tu mano, obtienes 5 p. de armadura.
Arpía Viento furioso,12,6,4,5,<b>Viento furioso</b>
Arpía Viento furioso,12,6,4,5,<b>Viento furioso</b>
Arqueología suprema,9,1,-1,-1,<b>Misión:</b> Roba 20 cartas. <b>Recompensa:</b> Tomo de los Orígenes.
Arquera elfa,12,1,1,1,<b>Grito de batalla:</b> Inflige 1 p. de daño.
Arquera elfa,12,1,1,1,<b>Grito de batalla:</b> Inflige 1 p. de daño.
Arquera elfa,12,1,1,1,<b>Grito de batalla:</b> Inflige 1 p. de daño.
Arquera indomable,3,1,2,1,<b>Inspirar:</b> Si tu mano está vacía, inflige 2 p. de daño al héroe enemigo.
Arquero abominable,3,7,6,7,<b>Último aliento:</b> Invoca a una bestia amistosa aleatoria que haya muerto durante esta partida.
Arqueóloga enana,12,3,3,3,<b>Grito de batalla:</b> <b>Descubre</b> una carta. Reduce su coste en (1) cristal.
Arquitecta urbana,12,6,4,4,<b>Grito de batalla:</b> Invoca dos muros del castillo 0/5 con <b>Provocar</b>.
Arrabal de los Ensamblajes,1,3,-1,3,Destruye a un esbirro amistoso para invocar a un no-muerto 4/5 con <b>Embestir</b>.
Arramplaltavoces,12,4,4,4,<b>Comerciable</b> <b>Grito de batalla:</b> Los hechizos enemigos cuestan (2) cristales más el próximo turno.
Arrasacarpas,10,5,5,5,<b>Embestir</b> Cuesta (1) cristal menos por cada esbirro amistoso de un tipo distinto.
Arrastrado a las profundidades,9,3,-1,-1,Inflige 4 p. de daño a un esbirro. Otorga a tu oponente una Maldición abisal.
Arrastrapiés de saronita,14,2,2,3,<b>Grito de batalla:</b> Si has lanzado 5 o más hechizos en esta partida, otorga a tu héroe +4 de ataque este turno. <i>(¡Quedan más!)</i> <i>(¡Listo!)</i>.
Arrastrapiés ignoto,12,4,1,1,<b>Provocar</b>. <b>Grito de batalla:</b> Copia el ataque y la salud de un esbirro amistoso.
Arrastratumbas,12,4,4,4,Cada vez que se destruye tu arma, obtiene +1/+1.
Arrastrañicos,7,1,1,3,<b>Grito de batalla:</b> El siguiente esbirro con <b>Último aliento</b> que juegues muere inmediatamente.
Arrepentimiento,5,1,-1,-1,<b>Secreto:</b> Cuando tu oponente juega un esbirro, reduce su salud a 1 p.
Arrepentimiento,5,1,-1,-1,<b>Secreto:</b> Cuando tu oponente juega un esbirro, reduce su salud a 1 p.
Arriba esas ramas,2,5,-1,-1,Invoca a dos antárboles 2/2. Otorga +2/+1 a tus esbirros.
Arrollar,3,1,-1,-1,Inflige 2 p. de daño a un esbirro. Inflige 1 p. más de daño por cada bestia que controles.
Arsenal mortífero,10,6,-1,-1,Revela un arma de tu mazo. Inflige un daño equivalente a su ataque a todos los esbirros.
Artificiera temeraria,12,6,5,2,<b>Cargar</b>
Artificiera temeraria,12,6,5,2,<b>Cargar</b>
Artificiero Mo'arg,12,2,2,4,Todos los esbirros reciben el doble de daño de los hechizos.
Artificiero Xy'Mox,14,8,8,8,<b>Grito de batalla:</b> <b>Descubre</b> y lanza una reliquia. <b>Imbuir ( ):</b> Lanza las tres en su lugar.
Artificiero arcano,4,1,1,3,Cada vez que lanzas un hechizo, obtienes una cantidad de armadura equivalente a su coste.
Artificiero arcano,4,1,1,3,Cada vez que lanzas un hechizo, obtienes una cantidad de armadura equivalente a su coste.
Artificiero desafortunado,10,2,2,2,<b>Provocar</b> <b>Último aliento:</b> Otorga +1/+1 a los esbirros con <b>Provocar</b> en tu mano y en tu mazo.
Artillero Defias,10,3,3,3,Después de que tu héroe ataque, inflige 2 p. de daño a un enemigo aleatorio dos veces.
Artista con tiza,6,4,4,3,<b>Grito de batalla:</b> Roba un esbirro. Lo transforma en otro <b>legendario</b> aleatorio <i>(manteniendo sus estadísticas y coste originales)</i>.
Artista de la cena,12,3,2,3,<b>Grito de batalla:</b> Invoca a un esbirro aleatorio de tu mazo que puedas permitirte jugar.
Artista de versiones,12,4,3,3,<b>Grito de batalla:</b> Se transforma en una copia 3/3 de un esbirro.
Artista famosa,14,4,3,3,<b>Embestir</b> <b>Último aliento:</b> Invoca a dos ayudantes 1/1 con <b>Provocar</b>.
Artista olvidada,12,6,5,5,<b>Último aliento:</b> Invoca a un esbirro aleatorio de coste 5 del pasado.
Artistas prescindibles,14,7,-1,-1,Invoca a siete Illidari 1/1 con <b>Embestir</b>. Si todos mueren este turno, invoca a siete más.
Artistas prescindibles,14,7,-1,-1,Invoca a siete Illidari 1/1 con <b>Embestir</b>. Si todos mueren este turno, invoca a siete más.
Artículos benditos,5,1,-1,-1,<b>Descubre</b> un <b>secreto</b>, un arma o un esbirro con <b>Escudo divino</b>.
Arzobispo Benedictus,6,7,4,6,<b>Grito de batalla:</b> Copia el mazo de tu oponente y lo mete en el tuyo.
Arzobisposcuro Benedictus,6,5,5,6,<b>Inicio de partida:</b> Si todos los hechizos de tu mazo son de las Sombras, entras en Forma de las Sombras.
Arácnida Criavil,3,5,1,3,<b>Veneno</b> <b>Embestir</b>
Arúspice de las estrellas,4,2,3,1,<b>Último aliento:</b> Roba un hechizo.
As de banda de ogros,12,5,5,4,<b>Embestir</b> Cada vez que este esbirro ataca, consigue <b>Escudo divino</b>. <i>(50% de probabilidad de conseguir <b>Robo de vida</b> en su lugar.)</i>
Asaltante Crines de Acero,12,5,5,6,<b>Frenesí:</b> Ataca a un enemigo aleatorio.
Asaltante Kvaldir,12,5,4,4,<b>Inspirar:</b> Obtiene +2/+2.
Asaltante Mascahuesos,10,3,3,3,<b>Grito de batalla:</b> Obtiene +1/+1 y <b>Embestir</b> si hay un esbirro dañado.
Asaltante Velasangre,12,2,2,3,<b>Grito de batalla:</b> Obtiene una cantidad de puntos de ataque equivalente al ataque de tu arma.
Asaltante Velasangre,12,2,2,3,<b>Grito de batalla:</b> Obtiene una cantidad de puntos de ataque equivalente al ataque de tu arma.
Asaltante Velasangre,12,2,2,3,<b>Grito de batalla:</b> Obtiene una cantidad de puntos de ataque equivalente al ataque de tu arma.
Asaltante celeste,10,1,1,2,<b>Grito de batalla:</b> Añade un pirata aleatorio a tu mano.
Asaltante corcel de óxido,12,5,1,8,<b>Provocar</b> <b>Embestir</b> <b>Grito de batalla:</b> Obtiene +4 p. de ataque este turno.
Asaltante múrloc,12,1,2,1,
Asaltante múrloc,12,1,2,1,
Asalto al Templo Celestial,4,1,-1,-1,<b>Misión:</b> Lanza 10 hechizos. <b>Recompensa:</b> Pergamino ascendiente.
Ascendiente sombría,6,2,2,3,Al final de tu turno, otorga +1/+1 a otro esbirro amistoso aleatorio.
Ascendiente sombría,6,2,2,3,Al final de tu turno, otorga +1/+1 a otro esbirro amistoso aleatorio.
Ascenso,5,1,-1,-1,Otorga +3/+3 y <b>Provocar</b> a un recluta Mano de Plata.
